train_loss,val_loss
0.2768878196883533,0.2622091832260291
0.2665845076036122,0.2678428085313903
0.27047414643069106,0.2611829919947518
0.26297852252092624,0.28632258706622654
0.2540054302662611,0.2586367337240113
0.2554978483046095,0.26336350333359504
0.2537947938674026,0.2617652225825522
0.25222556241270566,0.2854051838318507
0.25490048962334794,0.26660742569300866
0.2509062353314625,0.28362979532943833
0.24897267100297743,0.2907436564564705
0.2514329231861565,0.3045567133360439
0.2465753090671367,0.28714970416492885
0.2449532314721081,0.2910545700126224
0.24582295699252021,0.2928364963995086
0.24782107915315363,0.30196772432989544
0.24298920834230053,0.30171988987260395
0.2441737080613772,0.3046476211812761
0.24183874246146944,0.29981914204027915
0.2432838688708014,0.29611675813794136
